"142525120194416640","Las peores horas y carreteras para viajar durante este «macropuente» - ABC.es http://t.co/JnXV0gXF via @abc_es","N"
"142526733772521473","Messi d camino al rodaje!!!! Vamos pa'llá!!!;) http://t.co/sq9bsYLy","P"
"142529332873658369","Impresionante la descripción de la muerte del hermano del Rey por Pilar Urbano hoy en el Matinal de T5. http://t.co/tQudy82j”","P"
"142530142164623360","Mientras Merkel insiste en el techo de déficit y deuda, Krugman sostiene que Europa está ""matando el euro"". http://t.co/QO57y4hR","N"
"142531789536239617","LA MANO DE DIOS El misterio del vídeo onanista del Gaucho y el ""accidente"" del bikini http://t.co/z9jGy9fG","N"
"142532289358860288","Precendentes de rupturas de monedas comunes y estimación de coste de la voladura del euro, por Stephen Fidler. http://t.co/2OiZWSTq","N"
"142533317449883649","Otro nuevo récord de parados que nos deja ZP antes de irse.","N"
"142535566905446400","Algunos lo avisamos. “@pomupa: Navarra, el mundo al revés, caritas prestando el dinero al gobierno de Navarra para la renta básica.”","N"
"142536601149517824","“@poloniatv3 ...aquí teniu el #polònia el poolonia d ayer!!!  http://t.co/t0uHwZYV”","NONE"
"142537641777303552","Mi artículo en La Gaceta: ""Rajoy en clave de Gobierno"" | Intereconomía | 658338 http://t.co/abDGA2Bu vía @intereconomia","NONE"
"142537895532695552","#FF para @joseribagorda que por fin se ha decidido a meterse en ésto de twitter. A ver qué hace ;-)","P"
"142538062407282688","La entrevista Mas-Terribas, vista por Ferran Monegal: ""Ni la sombra del más mínimo 'feeling'"", via @elperiodico_cas http://t.co/nGeDt7Pq…","NONE"
"142539010642944000","Rajoy sigue sin hablar en publico pero avisa a sus barones: en seis meses, recortes y reformas encarrilados http://t.co/t52qPFh0","NONE"
"142539491977076736","Edición ePub gratuita de los cuentos ganadores del premio de narrativa infantil El Cuentagotas http://t.co/OAshaYGs vía @elcuentagotas","P"
"142541991593517056","Es una vil mentira que Carmen Iglesias -una persona a la que tanto admiro y quiero- deje la presidencia de UE por el caso Urdangarin.","N"
"142542714729271296","Hay alguna buena noticia! La prima de riesgo por debajo de los 340 http://t.co/a71g3eCz","P"
"142544820173410305","Y ahora viene el inconmensurable chiquito. El Grande.","NONE"
"142547179544911872","De MAD a Lanzarote, encuentro con interventores y apoderados en las elecciones: su esfuerzo contribuyó a la victoria","P"
"142547774674710528","BCE prestó esta noche mas de 8.000 millones€ euro Bancos.Dificultades de financiacion en los mercados.","N"
"142555465069510656","Mi #FF de hoy para @anitiak por su honestidad, entrega, capacidad de trabajo, pq es una gran periodista y la mejor persona que he conocido.","P"
"142556846199283712","#FF para @JuanMa_Moreno y todas las personas que, de forma injusta, alguna vez se llevan la culpa de algo sin ser responsables de ello","N"
"142557703812812800","Tierra a la vista! Uff y no he dejado de bostezar !!!!","NONE"
"142560261017051136","Veo que en Madrid baja el paro. Algo bueno estará haciendo @EsperanzAguirre, que es a la única que la montan huelgas.","N"
"142563178079981568","Definitivamente, hay gente que está como una chota. RT: ABC. La 1ª escuela de sexo cuesta 1.600€ con prácticas/curso.http://t.co/dkSlJunG","NONE"
"142569426569527296","2.Segundo acto Draghi en PE. aceptando el ""fiscal compact"" secuencial que permitira al BCE ser mas proactivo.","NONE"
"142574152023420928","Y quiero agradecerlo de corazón, y decirles q el Gob q presido será el primero en asumir todos los sacrificios","P"
"142574305568501761","Merkel nos llevará al límite para que no tengamos otra salida que no sea la suya: austeridad obligatoria aunque con ello paremos crecimiento","NEU"
"142575019338371072","Cuantos más esfuerzos reunamos entre todos, menos tiempo durará la angustia de los más damnificados por la crisis...","N"
"142575504363499522","Ojo, que Blanco no ha dicho nada de si han aprobado #LeySinde. A la espera de turno de preguntas #CMin","N"
"142576752072462336","Atención a la nueva remesa de la Dieta Cospedal: bajada de sueldo a los funcionarios de Castilla-La Mancha y subida de la jornada laboral.","NONE"
"142578208867487744","Recogida del acta de Diputado... http://t.co/b6NdNGud","NONE"
"142579806360449024","Sic transit gloria mundi “@UnaMujerDe40: He quitado a @pedroj_ramirez de mi TL @Nostrianamus, ya no tengo mano con nadie en twitter...”","NONE"
"142580110325854208","Blanco: ""Ni ha existido en nombre del Gobierno ni es cierto que haya habido contactos""","N"
"142581165973450753","En la reunión que mantuvimos ayer todos los presidentes autonómicos con Rajoy, acordamos esa unidad para tomar medidas contra la crisis.","NONE"
"142581511131115521","Blanco insiste: ""Al Gobierno no le consta ningún tipo de contacto ni negociación""","NONE"
"142581553120292864","Solo queda un Consejo de Ministros para el Gob en funciones de #ZP. Será el 16, la semana que viene no hay reunión #CMin","NONE"
"142582443743002624","Salgado: el paro es ""la principal amargura"" del Gobierno. Insiste han tomado ""las decisiones más adecuadas para España"" #CMin","N"
"142582728381038592","El @PPopular liquida la reunión de @marianorajoy con Nick Clegg en una nota de prensa de tres párrafos sin apenas contenido","NONE"
"142582992362156033","jejeje RT “@BeatrizCorredor: Ni un paso atrás! Hay mucho que hacer.  ""El avance de la mujer se frena"" http://t.co/CPii0HyO vía @el_pais”","P"
"142583193185431552","Cuando habla un genio el resto escuchamos... http://t.co/7JYKFtf3","NONE"
"142585106912120832","Hablamos de Urdanchinchin en @mananascuatro....","NONE"
"142585233814978560","Cospedal lanza su segunda batería de recortes a funcionarios, sanidad, dependencia, educación... ¡Lo que viene! http://t.co/lUz1xCgZ","N"
"142587062426677249","Ya hicimos la prueba de sonido! Todo perfecto y listo para esta noche!!!;-)","P"
"142588701602627585","Tras reunirse con @marianorajoy Nick Clegg dice compartir los retos que deben afrontar GB y España. Paro y deuda heredada.","N"
"142590612426862592","A punto de empezar el primer partido de la #Davis en La 1 de TVE. Hoy habrá un mini TD1 cuando acabe el partido Nadal-Mónaco. Todos con Rafa","P"
"142594824342745089","El Gobierno andaluz apoya a los autónomos porque son clave en la creación de empleo http://t.co/ZZTaQpV8","NONE"
"142600652638523392","Todos los diputados de IU cumplimos el protocolo. Si hay obligaciones nuevas y distintas al resto de  diputados será  decisión democrática","NONE"
"142606754168057857","Siguiendo a @tiendaAndy21 . Buena iniciativa","P"
"142609067456729088","La @DiputacionMLG  renuncia a cobrar 2,5 millones de euros en 2012 por la recaudación de impuestos http://t.co/Zwl4DoSU @eliasbendodo","N"
"142609749626720256","#Malaga  provincia española en la que más gente se quedó sin empleo en noviembre  http://t.co/SbzG8kdB","NONE"
"142609886801432577","El PP critica que la iniciativa privada 'hace más' por la Ley de Dependencia que la Junta elmundo.es http://t.co/u1CZLhoS","N"
"142612310131867648","UYYY como me gusta ver aqui a @RafaSalazarCLG ;-))) beso grande","P"
"142614927918641152","@sanchezcastejon un fuerte abrazo Pedro","P"
"142616947081748480","Ahi teneis el flyer de esta noche en elite algeciras... http://t.co/e38ngYql","P"
"142622495323860992","Cospedal emotiva El sudor de hoy aleja las lagrimas de manana http://t.co/QA19BYMD vía @eldigitalcastillalamancha","NONE"
"142627347961622529","Llueve... y me llegan primeras felicitaciones de Navidad..horror!!!!!!","NONE"
"142633951603851264","El té verde puede prevenir la infección de hepatitis C http://t.co/H95hrZoN","NONE"
"142635062612078592","Cospedal y su gobierno renuncian a las pagas extras y a los coches oficiales http://t.co/thBXGDUg vía @eldigitalcastillalamancha","N"
"142636728614780929","Signos de recuperación en EEUU, que reduce la tasa de paro. La zona euro, epicentro de la crisis mundial.","N"
"142642597163315200","El libro del gran @javig sobre Twitter, en la mesa de novedades de Fnac. #recomendar http://t.co/pr8rHHLb","P"
"142642638930198529","Assange: iTunes es utilizado para controlar nuestros ordenadores « AppleWeblog http://t.co/HishV7YM","NONE"
"142651414441771008","Dos nonagenarios, Nicanor Parra y Sampedro, premios merecidos de Cervantes y Nacional de letras. No hay edades sino sabiduría","P"
"142655624231124992","http://t.co/V3Kt6L7z ayer estuve viendo este documental @MSF_espana voy a comprar el disco de Positive Generation","NONE"
"142656972297211904","Repasando documentación y facturas me ha vuelto a la cabeza Thin Lizzy y su metal obrero. Tiempos!! http://t.co/OKH6MVXf","NONE"
"142659680894857218","Los empresarios prevén una ocupación hotelera media del 50% durante el puente http://t.co/r9CoAIhz","NONE"
"142664180229607424","Grupo C: España, Irlanda, Croacia e Italia ¿Os gusta?","P"
"142664724314722304","Pues yo quería que nos tocara Argentina en la Eurocopa","P"
"142666389134643201","Enlaces correctos del debate #EntreTodos sobre los recortes en la Administración. http://t.co/YPp8kWSA (cast) y http://t.co/Mff6FgrC (cat)","NONE"
"142671399897677824","De camino a algeciras... Esta noche en la sala new elite!!!","P"
"142672767601475584","Ahora con Jesse Cervantes en radio Exa 104.9 Fm","NONE"
"142672988897161218","Siempre, Television http://t.co/L0vdfnvg","NONE"
"142676227545767937","@estherpalomera Gracias Esther, deseando verte para darte un beso","P"
"142676824596545536","El volcán ecuatoriano Tungurahua aumenta el número de explosiones  http://t.co/YqMOiELD  (EFE)","NONE"
"142677246589673472","¿Pasa el futuro de la UE por la pérdida de la soberanía fiscal? @TelediarioInter 20:30","N"
"142677610026110976","Aunque lo hagas mal, aunque pierdas, siempre la vida te reservará un sillón en el Senado. Método Montilla: ¡pá qué te vas a preocupá!","N"
"142677672743546880","Bono cree que el futuro del PSOE pasa por colaborar con el nuevo gobierno. ¿Abrazo del oso? @TelediarioInter 20:30","P"
"142679594351329280","Qué emocionante es regresar a México para participar en el @TeletonMexico. ¿Ustedes ya donaron en @Banamex?","P"
"142682238671269888","Preparando la maleta para Valencia #terratpack","NONE"
"142683474556497920","Hemos entrevistado al presidente de la Comisión de la Transición de Libia. @TelediarioInter 20:30","NONE"
"142685106111397888","¡¡¡Empezamos!!! recordad: no somos telesucesos; si quiere información con criterio, @TelediarioInter 20:30 es su telediario","P"
"142685698443583489","Gracias guapa. RT @MariaSoloDSanz: @AlejandroSanz el documental de MSF. ---&gt; Generación (cont) http://t.co/HhTiaxp4","P"
"142686577804578816","Ya estamos en Asturias. El vuelo muy tranquilo y ahora en el bus camino del hotel (Gijón). Saludos a tod@s. Buen finde.","P"
"142687103514447872","Hoy publico en mi blog: Una delegada “okupa” . Espero vuestros comentarios http://t.co/xVMPYe4O","NONE"
"142687564975968257","Yo voy a colaborar por supuesto. ;) tenemos que colaborar tod@s. RT @RenataThediston: @AlejandroSanz ale tu no vas al teleton!???????????","P"
"142689128818028544","Lo necesitamos. RT @Fans_Sanz: @AlejandroSanz Hagamos mucho ruidoooo!   #PositiveGeneration http://t.co/SqMkLz2e","NONE"
"142689810824445952","Lo se, necesitamos el apoyo RT @Poesia_Sanzera: @AlejandroSanz Generación perdida que por fin se (cont) http://t.co/T7c33F16","P"
"142690790945206272","@mariviromero @JuananSanzNunez @MayteOtero @mjgarciapp @raquelsancho9 @MerZaragueta @teresamoros @CarolinaManz86 @MairaBarrieras Buen finde!","P"
"142695798990311424","Gracias Antonio por tu arte y tu cariño en este proyecto, sin ti y sin Javier Limon no habria sido (cont) http://t.co/5JSsS39p","P"
"142696960611188736","Ole tu RT @ana_delatorre: @AlejandroSanz y nosotros tambien lo apoyaremos palabra d honor!","P"
"142698312460541952","En serio? Que arte. Que honor. RT @sanzchile: @AlejandroSanz el slogan de la #TeletonChile de este (cont) http://t.co/7RfXYgvd","P"
"142699722614915073","De camino a malaga y de ahi en coche a algeciras!!!! http://t.co/PGF9ouJR","NONE"
"142700943832649728","“@xmelendo: @Edurnity tienes, con diferencia, la mejor voz de grease! Y el traje negro impone! Muy bueno el musical!”muchas gracias!!Un beso","P"
"142700955782221824","Gran foto de una gran noche junto a @manuelbueno85  @CeliaDeCelis @jessica_bueno90  @isabelpm95  @alex_elcalvo JEREZ!! http://t.co/zAMNkR4d","P"
"142701580561555458","Tengo cada día más la sensación de que estamos gobernados por adolescentes a los que han ayudado otros adolescentes.","P"
"142702479040184320","Hey Jude http://t.co/PheTltmY","NONE"
"142705091311443968","Va a estar dificil porque estoy fuera de Mexico :( RT @moritas18: @AlejandroSanz Serìa muy lindo (cont) http://t.co/atxUpytN","NONE"
"142713771528433664","Hehehe.. Soy un poco malo bailando RT @LaVozDeSanzBras: @AlejandroSanz Alê, Hj é Dia do Samba!!!! (cont) http://t.co/L2qC9Djg","N"
"142720454799536128","Saludos a todos. Aquí os dejo la portada de hoy sábado 3 de diciembre http://t.co/I2ukRSuf","NONE"
"142724232823058432","33.000 usuarios amenazados por el metro nocturno del metro de #BCN, la #leySinde y más sobre #Urdangarin.http://t.co/TSwxi3Pu #portadaEPC","N"
"142727796999995394","En la bóveda del puente “@nisenicontesto: @pedroj_ramirez Cuando empiezan los fuegos artificiales ?”","NONE"
"142731430521352192","No creas. Pero las pocas cosas que hago bien, las hago muy bien “@Elisabeth__T: @eneas_I @pedroj_ramirez lo hace todo bien :)”","P"
"142734064548450305","Rematado para @Semanaldigital ""El gobierno de @marianorajoy : fin a la ineptocracia"" ... adiós a los experimientos con aidos, pajines et al.","NONE"
"142735637580226560","RT si tú ya apoyaste al @TeletonMexico, donando en @Banamex.","NONE"
"142740786281332737","Mi #FF para @benjagladiador por ser un pequeÑo gran luchador.","P"
"142743606225149952","Las cifras de paro me recuerdan a una procesión de Semana Santa http://t.co/mtsWpVRp","N"
"142752498585829376","Forges y Femenia, legends http://t.co/3613PgkQ","NONE"
"142753352135090176","Dioses Primigenios http://t.co/SjE0cGEm","NONE"
"142753738644393984","Jinetes del Apocalipsis http://t.co/FzZou0RP","NONE"
"142761164881928192","Fofito http://t.co/vmvxi1TK","NONE"
"142761515529940993","@SSantiagosegura manda","NONE"
"142768731179843585","""No, no es fácil querer mucho"" Cartas de Juan Rulfo a Clara Aparicio","N"
"142785189276434432","No olviden donar a los niños del Teletón en @Banamex. México te necesita a ti. Está noche no se pierdan el noticier... http://t.co/cN9a1uIs","P"
"142788819555594240","Mucha fuerza, colaboren. RT @caromonte3: @AlejandroSanz alejandrito mandamos mucho animo a los (cont) http://t.co/mc42ixie","P"
"142793848769347584","RT @ifilosofia: Reprende al amigo en secreto y alábalo en público. Leonardo Da Vinci","NONE"
"142797474376073216","RT @MelvynSDQ: @paurubio estoy en un bar downtown #NYC y Por alguna razon estoy pensando en ti. Thank god for Twitter! ::kiss::","NONE"
"142800990876340224","Apoyen los teletones en sus paises. Mexico, Chile.. Todos sus paises. Por l@s niñ@s","P"
"142867457919565824","Buenos días. O no? Se abre el debate.","P"
"142876876040441858","Camino de Berlín al congreso del SPD en representación del PSOE, entre todos tenemos que volver a situar la socialdemocracia donde debe","NONE"
"142879052779364352","Buen día de Navarra y felicidades a todos los ""javieres"" y a todas porque también hay - zorionak","P"
"142880598174871553","Buenos días a todos!","NONE"
"142882498555285504","Llevamos 4 años ayudando a banca mundial y ellos siguen desconfiando sobre su situación real d solvencia (no se prestan). Como estarían!!","NONE"
"142885428905787392","A Valencia!!!!! #terratpack @Corbacho !!!! Que el tren no espera a nadie!!!!","NONE"
"142887447808835584","El pitufo se va de viaje http://t.co/27ulyjF0","NONE"
"142892411637612544","Parece ser que en la repetición de la final de #TuCaraMeSuena que emiten ahora por la mañana el ganador voy a ser yo!  #Twightlightzone","NONE"
"142893813671804928","Por cierto muy recomendable en Madrid la exposición de Yves Saint Laurent http://t.co/j1PIiLis","P"
"142894587235672064","RT @pulgabelt: Escucho el concierto de @paurubio  desde mi ventana!!!! Ojalá regreses a Guatemala pronto!!!! :)","P"
"142900260291883009","El Real Madrid se somete a una prueba de concentración en El Molinón http://t.co/wBIT4tIM","NONE"
"142900486666846208","Reduccion desempleo en US.""Jobless Rate Dips to Lowest Level in More Than 2 Years: http://t.co/Tf0Q9YTf""","NONE"
"142900986053279744","Rajoy lleva desde el 26 de septiembre sin dar una rueda de prensa... Fue la del famoso ""Depende..."" http://t.co/qOxQeZp0","P"
"142901805683179520","Internacional: Humberto Moreira renuncia a la dirección del PRI, partido favorito para las presidenciales en México","P"
"142905898292088832","El día en que ARG no sabía qué poner en su agenda del 24XII - Dos Palabras http://t.co/uwofpJEg vía @elconfidencial","NONE"
"142916851083640832","Primera declaración pta. asociación de la prensa: ""hay mecanismos para reprocharnos malas prácticas"". Eso se llama defender a la profesión","N"
"142920068500688896","Serbia y Kosovo alcanzan acuerdo gestion de fronteras.Muy buena noticia.","P"
"142920984662507520","Desistalando Gowalla","NONE"
"142921854837985282","Los gestos de austeridad de los parlamentarios frente a la crisis son políticos y no morales. Por ello deben ser decisiones compartidas.","N"
"142921963915051008","“@patxilopez: Hoy es el aniversario del asesinato de Inaxio Uria, un trabajador de Euskadi que ETA nos robó para siempre. No te olvidamos”","NEU"
"142923751586152448","3 imputados en Valencia x el caso Urdangarín... http://t.co/GX3defAS","N"
"142926235226480640","Una muestra de lo que hoy ofrece #ePeriódico: ""Unas cifras poco ejemplares"", artículo a Serra Ramoneda sobre las cajas. http://t.co/oPjmkjjM","P"
"142929179577565184","Ahí va: RT @irenferrer @Tonicanto1 Señor Cantó usted siempre lucha x la justicia, lea por favor esta noticia EL PLURAL http://t.co/NxXqe0Ii","P"
"142936015705874432","... y 2012 puede ser peor http://t.co/As0WJiRN","N"
"142936106130878464","demonizar a los riojanos desde el pedestal de las ventajas fiscales por parte del ejecutivo de vitoria es, cuando menos, cuestionable.","P"
"142937889737687040","Twitter, Facebook y periodistas http://t.co/9Mrt9R1e","NONE"
"142938260459618304","Y lo peor: las barreras mentales ...El Día de la Discapacidad, con más barreras que nunca http://t.co/m9vho1P5","N"
"142938844772302848","Gracias, Rafi, creo que te gustará mi Carta. “@rafiln: los ""buenos vendedores"" saben levantar expectativas. tú lo haces realmente bien... :)","P"
"142939080127291392","Hola Chileno!!!@marcelolavado: @Buenafuente OHHHH QUE BUENA TU FOTO! SALUDOS DESDE CHILE!”","P"
"142939145159966720","Y yo  ;-))) mas besos RT @PaquiVicente: Os sigo! Besos y bienvenidos :D @_nngg @PPopular","P"
"142939159970070528","No lo había leído pero viene al caso. Gracias “@eugenio_fouz: @pedroj_ramirez ¿Es que ha leído esto? http://t.co/xrzIUxhD”","P"
"142939653325074432","Soy un pollo asado @mariaAVeces: El amor que le tengo a @Buenafuente es comparable al que le tengo a las comidas que hace mi abuela.”","P"
"142941750435135489","Seguro que te hacemos una oferta “@Teresargelorz: @pedroj_ramirez si me regalas un Ipad me suscribo a Orbyt hasta el fin de mis días”","P"
"142942311817560064","Me acuerdo bien de tu padre. Era firme y brillante.“@olarra87: como pasan los años PedroJ.... Un saludo... http://t.co/DQT2Bf2p”","P"
"142942626591682562","La importancia del agua dulce,el respeto x el medio ambiente y el fomento de la literatura en los niños. http://t.co/pPw6TMyP @elcuentagotas","P"
"142943132777054208","Pásate a Fanta“@mila_tigo: Querido @Buenafuente ¿Qué hacer si se te ha atorado una botella de Mirinda en el recto? Es para una amiga.","NONE"
"142945459969859584","Hoy en el Día de las Personas con Discapacidad pido q arreglen la zona de recreo psiquiátrica del H.Civil . Es patético http://t.co/oGg7en8g","NONE"
"142947712017510401","Para q sirven tantas campañas de la Junta para integrar a las personas con discapacidad si ellos mismos hacen esto? http://t.co/fX0upaFh","N"
"142948463569674240","En reu con alcaldes del PP en La Palma,en 10 municipios de 14 pactos con el PSOE. Quien dijo que solo unos tenían el monopolio de pactaar?","NONE"
"142951487113396225","Quiero mostrarle dsd aquí a @PepeGrinan la zona de ""recreo"" psiquiátrica del H.Civil #Malaga . Arregle esto por favor http://t.co/Ch3VNHWK","P"
"142957057325273088","Que le ponga la Junta cientos de pegas a las ONG's para concertar plazas y ellos mismos tengan así sus instalaciones .. http://t.co/W7rIsBWc","N"
"142957474960506881","Me ha hecho muchísima ilusión volver a ver a Gabriel Velázquez en el estreno de ""Iceberg"" en el Liceo de #Salamanca. http://t.co/XrM2HVxT","P"
"142960606285283328",". @javierarenas_pp @antoniosanz mirad la ""zona de recreo"" de psiquiatría del H.Civil de #Malaga . Patético http://t.co/vxlGL8Ql","NONE"
"142961386450980865",""" comunidad terapeutica. Servicio de psiquiatría"" Hospital Civil. #Malaga . Año 2011 . C/c @PepeGrinan @micaela_navarro http://t.co/CTZ7G7pY","NONE"
"142962257209475072","A ver si hoy @PepeGrinan y @micaela_navarro demuestran q Twitter esta para algo + q para soltar argumentarios http://t.co/0d3pvpZL","NONE"
"142963333304299520","Con Mariano Rajoy en Pontevedra http://t.co/3VoDRkyK http://t.co/Zt7I3oY3","NONE"
"142976653809827840","Teniendo en cuenta las notas q sacaba Paquirrin en Matemáticas es posible q los espectadores de T5 se coman 14 uvas este año.","NONE"
"142979616158658560","Chimenea y sol antes de salir hacia calorcito austral...;)) http://t.co/xMVZLeB1","P"
"142981004787855360","feliz cumple @sblanco ;-)) no sabia q había encuentro","P"
"142983931552210944","Para mis followercetes en Argentina.El formato #TuCaraMeSuena ha sido comprado para hacerse allí y ya han contactado a alguien para q repita","NONE"
"142985990695424000","Detienen durante 10 horas a la directora de una ONG que criticó al partido de Putin http://t.co/SNvyfRsf vía @elmundoes","N"
"142987983841271808","Las cosas no serán fáciles, pero tenemos las ideas claras y estoy convencido de que saldremos adelante http://t.co/DXcXAiQZ","N"
"142991417525018624","Con presidente #Rajoy y #Chacón como secretaria general del PSOE MAL va a ir la democracia y la información #sinpreguntasnohaycobertura","NONE"
"142993597086707713","Bien hecho. RT: “@AHRodicio: @antonlosada en H14 hemos detallado las preguntas que no hemos podido hacer. Por ejemplo, recortes Cospedal.”","P"
"142993814448115714","“@jmahrens: Un problema, dos visiones. Merkel y Sarkozy ocultan agudas diferencias. Buen análisis de The Economist http://t.co/WlxSfOAj”","N"
"142995207531663360","Ya en el avión rumbo a GC con escala en TFE, buen equipo y buen trabajo del PP en La Palma, Asier Antona un gran presidente","P"
"142995839579725825","#Rajoy dice que se van ""a tener que tomar medidas rápidas para salir de la crisis"" pero ningún periodista ha podido preguntar cuáles serán.","NEU"
"142996941092044800","Animo a @CarmendelRiego y la nueva APM a exigir transparencia al Supremo en el juicio a Garzón, como pide la ARMH @EmilioSilva1965","P"
"143002027771961344","Venga @cacmalaga RT @FdoFrances: Que no me citáis nada al @cacmalaga !!","NONE"
"143006005100429312","Que repaso nos esta dando la pareja argentina!!!! Vamos España....","NONE"
"143006764739215361","Shhhhhhhiiiii que me estoy echando una siesta!!!!! Zzzzzzzz","NONE"
"143011083484016640","A ver si @mjmonteroc es sensible y arregla pronto esta "" zona de recreo"" psiquiátrica en el H Civil @saludand http://t.co/Uxg0yL8F","NONE"
"143011530512932865","Publico español y argentino en Sevilla viendo tenis. Toda una fiesta, que envidia no estar allí. Venga... Verdasco-López","N"
"143012759569842176","Mamá no me dejes llorar http://t.co/vegV8r3p(a ver si hoy sí que se deja ver)","P"
"143013405039661056","@SSantiagosegura si,si,si!!!;) avisaré a los amiguetes twitteros d día y hora!!!! Abrazos!!!;))))))","P"
"143015288328302594","No pudo ser!!! Los argentinos, jugando muy bien, han barrido a Verdasco y López :-(","NONE"
"143023731642597376","El espectáculo lo pone hoy iturralde. ¿a alguien le sorprende?","N"
"143027893965045761","Perdóname by Pablo Alborán, from #SoundHound http://t.co/u0CAbR3X","NONE"
"143030020972093440","Voy al estreno de Lady Macbeth de Shostakovich, la ópera por la que Stalin hizo de él un apestado. Atención a la portada de mañana.","P"
"143030259569262592","Pokito a Poko by Chambao, from #SoundHound http://t.co/WOwseyG7","NONE"
"143033522595184641","“@AnaRiveroBernal: No imaginé cuando me suscribí a Orbyt q iba a esperar tantas noches impaciente la edición de EM. Disfruta de la ópera!”","P"
"143033545106014208","Los islamistas ganan las elecciones en Egipto. Y ahora q hacemos? Una de Argelia? Respetamos la voz de las urnas? Existe otra alternativa?","NONE"
"143038964306161665","Después del consejo político sobre resultados electorales,  hoy por la tarde daré un abrazo a un amigo que cumple años. Felicidades Luis G M","P"
"143040463329435648","Más Europa. #enmiblog http://t.co/KFHpGUUf","NONE"
"143042254657945601","Siento no haber podido viajar hoy a Leon y jugar el partido con Rafa y el resto de amigos. Espero que lo paséis bien. Un abrazo a todos","P"
"143053237694640128","Me juran que es Moncho, no Felipe. Seguro que a la tele le pasa algo. Por si acaso no me quedo a verlo.","P"
"143055259592441856","Raro esto de andar por el Patio un sábado tarde. Paréntesis entre los Trajano de Posteguillo y la cena con la Peña Atlética de Medina","P"
